id,name,city,region,geom,created_at,boundary,school_count,hospital_count
216,Shaikpet,Hyderabad,West Hyderabad,POINT(78.4006536 17.4057955),2026-02-13 12:14:24.042048,,0,0
217,Shamirpet,Hyderabad,West Hyderabad,POINT(78.5743878 17.5942672),2026-02-13 12:14:24.042048,,0,0
176,Nallakunta,Hyderabad,West Hyderabad,POINT(78.50557 17.3975005),2026-02-13 12:14:23.830655,,0,0
225,Tarnaka,Hyderabad,West Hyderabad,POINT(78.5379433 17.4285479),2026-02-13 12:14:24.083674,,0,0
187,Palgutta,Hyderabad,West Hyderabad,POINT(78.1746897 17.2877884),2026-02-13 12:14:23.874730,,0,0
221,Somajiguda,Hyderabad,West Hyderabad,POINT(78.4585197 17.4255053),2026-02-13 12:14:24.042048,,0,0
228,Thumkunta,Hyderabad,West Hyderabad,POINT(78.698051 17.5921885),2026-02-13 12:14:24.083674,,0,0
165,Moosapet,Hyderabad,West Hyderabad,POINT(78.4206695 17.4685307),2026-02-13 12:14:23.778724,,0,0
188,Patancheru,Hyderabad,West Hyderabad,POINT(78.2674254 17.5286092),2026-02-13 12:14:23.874730,,0,0
193,Peerancheru,Hyderabad,West Hyderabad,POINT(78.3849781 17.4763979),2026-02-13 12:14:23.874730,,0,0
192,Peerancheru,Hyderabad,West Hyderabad,POINT(78.36613969999999 17.3918309),2026-02-13 12:14:23.874730,,0,0
190,Kollur,Hyderabad,West Hyderabad,POINT(78.241463 17.489557),2026-02-13 12:14:23.874730,,0,0
117,Khajaguda,Hyderabad,West Hyderabad,POINT(78.3549781 17.4089526),2026-02-13 12:14:23.486438,,0,0
219,Shamsherganj,Hyderabad,West Hyderabad,POINT(78.47085419999999 17.3399481),2026-02-13 12:14:24.042048,,0,0
186,Secunderabad,Hyderabad,West Hyderabad,POINT(78.5085153 17.4256007),2026-02-13 12:14:23.874730,,0,0
189,Patancheru,Hyderabad,West Hyderabad,POINT(78.2641269 17.5317301),2026-02-13 12:14:23.874730,,0,0
140,Kowkoor,Hyderabad,West Hyderabad,POINT(78.5355319 17.5248934),2026-02-13 12:14:23.618653,,0,0
218,Shamshabad,Hyderabad,West Hyderabad,POINT(78.3931943 17.2611444),2026-02-13 12:14:24.042048,,0,0
229,Tooroor,Hyderabad,West Hyderabad,POINT(78.6053783 17.2596485),2026-02-13 12:14:24.083674,,0,0
200,Quthbullapur,Hyderabad,West Hyderabad,POINT(78.4606445 17.4966655),2026-02-13 12:14:23.913496,,0,0
222,Suchitra,Hyderabad,West Hyderabad,POINT(78.4821092 17.5059947),2026-02-13 12:14:24.042048,,0,0
234,Uppal Bhagath,Hyderabad,West Hyderabad,POINT(78.5752534 17.3925082),2026-02-13 12:14:24.138873,,0,0
236,Velimela,Hyderabad,West Hyderabad,POINT(78.2466875 17.4731875),2026-02-13 12:14:24.138873,,0,0
255,Konapur,Hyderabad,West Hyderabad,POINT(78.454 17.328),2026-02-19 10:31:28.765559,,0,0
256,Amberpet,Hyderabad,West Hyderabad,POINT(78.507 17.388),2026-02-19 10:31:28.765559,,0,0
259,Sirigiripuram,Hyderabad,West Hyderabad,POINT(78.55 17.32),2026-02-19 10:31:28.765559,,0,0
260,Depalle,Hyderabad,West Hyderabad,POINT(78.28 17.51),2026-02-19 10:31:28.765559,,0,0
253,Shilpa Hills,Hyderabad,West Hyderabad,POINT(78.4508183 17.4089646),2026-02-19 10:31:28.765559,,0,0
254,Ramachandrapuram,Hyderabad,West Hyderabad,POINT(78.3018685 17.5086345),2026-02-19 10:31:28.765559,,0,0
2,Kondapur,Hyderabad,West Hyderabad,POINT(78.3730556 17.4587912),2025-12-25 12:25:41.878528,"POLYGON((78.39187163808735 17.459038903089883,78.39156026027331 17.455510938053777,78.39053778279496 17.452109065869287,78.38884353682649 17.448964012862966,78.38654265978187 17.446196628965136,78.3837235877948 17.44391324544831,78.38049465493752 17.44220159137329,78.37697993020487 17.441127425261964,78.37331445221277 17.440732010977527,78.36963904434361 17.44103053436706,78.36609490889094 17.44201152115242,78.36281820705139 17.44363727821586,78.35993483209451 17.445845341270346,78.3575555756987 17.448550873409655,78.35577187254785 17.45164992265264,78.35465228637588 17.455023413703266,78.35423987252129 17.45854172098925,78.35455051873596 17.46206964769059,78.35557232870694 17.465471619784903,78.357266072882 17.46861689573529,78.35956669024061 17.471384591670223,78.362385784184 17.473668328812373,78.36561501729726 17.47538032426469,78.36913027487435 17.47645476753368,78.3727964371786 17.476850352561396,78.37647257664723 17.476551867506636,78.38001737960734 17.475570780811402,78.38329458324029 17.47394480080385,78.38617821788304 17.47173642571224,78.38855745232242 17.46903053994761,78.39034085521722 17.465931149327357,78.39145990854477 17.462557381119122,78.39187163808735 17.459038903089883))",0,0
4,Madhapur,Hyderabad,West Hyderabad,POINT(78.3916304 17.4408924),2025-12-25 18:48:04.444138,"POLYGON((78.41044488100735 17.44113810270546,78.41013312180117 17.43761011763343,78.40911033750041 17.43420830298657,78.4074158710034 17.431063382855108,78.40511486813065 17.428296202055147,78.4022957697923 17.426013084064884,78.39906691103226 17.424301747768574,78.39555235798115 17.423227939516266,78.39188714266749 17.422832909465612,78.38821207841461 17.423131828744072,78.38466835436641 17.42411320789839,78.38139211597647 17.42573933875751,78.37850923877235 17.427947742677553,78.37613049536324 17.430653569642455,78.37434730076028 17.4337528563136,78.37322819917088 17.437126518230514,78.37281622730119 17.440644923207834,78.37312725588238 17.444172870625053,78.37414937385194 17.447574785625005,78.37584333975447 17.45071992883963,78.37814408398039 17.453487421490447,78.38096320499625 17.4557708926228,78.38419236430575 17.45748256958975,78.38770745002229 17.45855665417722,78.39137334902391 17.458951854158023,78.39504914390196 17.45865297253437,78.3985935342814 17.45767149302692,78.40187027326581 17.45604513908458,78.40475340911664 17.45383642331365,78.4071321298481 17.451130243206666,78.40891502390154 17.448030615864923,78.41003359282551 17.4446566776129,78.41044488100735 17.44113810270546))",0,0
48,Bachupally,Hyderabad,West Hyderabad,POINT(78.3644736 17.536648),2026-02-13 12:14:23.042416,,0,0
50,Bahadurpally,Hyderabad,West Hyderabad,POINT(78.4375047 17.5599332),2026-02-13 12:14:23.042416,,0,0
52,Bandlaguda Jagir,Hyderabad,West Hyderabad,POINT(78.4050471 17.3719459),2026-02-13 12:14:23.042416,,0,0
86,Gandipet,Hyderabad,West Hyderabad,POINT(78.3957009 17.3650805),2026-02-13 12:14:23.307323,,0,0
107,Ibrahimpatnam,Hyderabad,West Hyderabad,POINT(78.6465807 17.1961714),2026-02-13 12:14:23.434929,,0,0
113,Jeedimetla,Hyderabad,West Hyderabad,POINT(78.4468876 17.519687),2026-02-13 12:14:23.434929,,0,0
114,Jubilee Hills,Hyderabad,West Hyderabad,POINT(78.4102882 17.4308362),2026-02-13 12:14:23.486438,,0,0
118,Kalyan Nagar,Hyderabad,West Hyderabad,POINT(78.4235034 17.4526549),2026-02-13 12:14:23.486438,,0,0
119,Kamalanagar,Hyderabad,West Hyderabad,POINT(78.52807 17.3671827),2026-02-13 12:14:23.486438,,0,0
121,Kandawada,Hyderabad,West Hyderabad,POINT(78.1739159 17.2887172),2026-02-13 12:14:23.486438,,0,0
54,Banjara Hills,Hyderabad,West Hyderabad,POINT(78.4399014 17.4177464),2026-02-13 12:14:23.107527,,0,0
81,Dundigal,Hyderabad,West Hyderabad,POINT(78.4141732 17.6075319),2026-02-13 12:14:23.231167,,0,0
83,Gajularamaram,Hyderabad,West Hyderabad,POINT(78.4200077 17.5271759),2026-02-13 12:14:23.231167,,0,0
46,Beeramguda,Hyderabad,West Hyderabad,POINT(78.3010473 17.5163573),2026-02-13 12:14:23.042416,,0,0
243,Gowrelly,Hyderabad,West Hyderabad,POINT(78.66584069999999 17.3691861),2026-02-13 12:14:24.138873,,0,0
261,Manchirevula,Hyderabad,West Hyderabad,POINT(78.347 17.395),2026-02-19 10:31:28.765559,,0,0
262,Velimela,Hyderabad,West Hyderabad,POINT(78.338 17.378),2026-02-19 10:31:28.765559,,0,0
53,Bandlaguda,Hyderabad,West Hyderabad,POINT(78.5619492 17.3737298),2026-02-13 12:14:23.042416,,0,0
75,Damaragidda,Hyderabad,West Hyderabad,POINT(78.18 17.298),2026-02-13 12:14:23.231167,,0,0
257,Dollar Hills,Hyderabad,West Hyderabad,POINT(78.369 17.46),2026-02-19 10:31:28.765559,,0,0
87,Ghatkesar,Hyderabad,West Hyderabad,POINT(78.6843022 17.4510837),2026-02-13 12:14:23.307323,,0,0
231,Turkapally,Hyderabad,West Hyderabad,POINT(78.432 17.528),2026-02-13 12:14:24.083674,,0,0
145,Laxmiguda,Hyderabad,West Hyderabad,POINT(78.4502374 17.3068831),2026-02-13 12:14:23.678313,,0,0
149,Malkajgiri,Hyderabad,West Hyderabad,POINT(78.5368997 17.4511764),2026-02-13 12:14:23.678313,,0,0
170,Nacharam,Hyderabad,West Hyderabad,POINT(78.5528098 17.4284936),2026-02-13 12:14:23.778724,,0,0
172,Nagaram,Hyderabad,West Hyderabad,POINT(78.613677 17.4910112),2026-02-13 12:14:23.778724,,0,0
177,Narapally,Hyderabad,West Hyderabad,POINT(78.6283752 17.4209065),2026-02-13 12:14:23.830655,,0,0
178,Narsingi,Hyderabad,West Hyderabad,POINT(78.3566242 17.3874168),2026-02-13 12:14:23.830655,,0,0
179,Neknampur,Hyderabad,West Hyderabad,POINT(78.3838945 17.3999156),2026-02-13 12:14:23.830655,,0,0
174,Nallagandla,Hyderabad,West Hyderabad,POINT(78.3060359 17.4774828),2026-02-13 12:14:23.830655,,0,0
76,Dammaiguda,Hyderabad,West Hyderabad,POINT(78.567 17.458),2026-02-13 12:14:23.231167,,0,0
160,Medipally,Hyderabad,West Hyderabad,POINT(78.548 17.402),2026-02-13 12:14:23.730606,,0,0
215,Shadnagar,Hyderabad,West Hyderabad,POINT(78.2047 17.0655),2026-02-13 12:14:24.042048,,0,0
148,Maheshwaram,Hyderabad,West Hyderabad,POINT(78.4338212 17.1350798),2026-02-13 12:14:23.678313,,0,0
150,Mallampet,Hyderabad,West Hyderabad,POINT(78.36328 17.5574261),2026-02-13 12:14:23.678313,,0,0
166,Moti Nagar,Hyderabad,West Hyderabad,POINT(78.422242 17.4508069),2026-02-13 12:14:23.778724,,0,0
167,Moula Ali,Hyderabad,West Hyderabad,POINT(78.5571396 17.46171),2026-02-13 12:14:23.778724,,0,0
171,Nadergul,Hyderabad,West Hyderabad,POINT(78.5399456 17.2746364),2026-02-13 12:14:23.778724,,0,0
173,Nagole,Hyderabad,West Hyderabad,POINT(78.5601231 17.3775306),2026-02-13 12:14:23.778724,,0,0
181,Nizampet,Hyderabad,West Hyderabad,POINT(78.3817156 17.515397),2026-02-13 12:14:23.830655,,0,0
146,Mokila,Hyderabad,West Hyderabad,POINT(78.1880987 17.4263216),2026-02-13 12:14:23.678313,,0,0
70,Chevella,Hyderabad,West Hyderabad,POINT(78.1370079 17.3062296),2026-02-13 12:14:23.172908,,0,0
144,Lakdikapul,Hyderabad,West Hyderabad,POINT(78.4609269 17.4105398),2026-02-13 12:14:23.678313,,0,0
151,Mallapur,Hyderabad,West Hyderabad,POINT(78.2711934 17.1853638),2026-02-13 12:14:23.678313,,0,0
